--- ==================================================================================================
--- Cuts                          Classifier   (  #signal, #backgr.)  Optimal-cut  S/sqrt(S+B)      NSig      NBkg   EffSig   EffBkg
--- --------------------------------------------------------------------------------------------------
--- l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.5904    0.0548019  5.982512  11911.27   0.9971   0.9926
--- GEta_l2Eta       BDTG:  (        6,    12000)      -0.6106    0.0550846    5.9177  11535.15   0.9863   0.9613
--- threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.5732     0.056068  5.666396  10208.07   0.9444   0.8507
--- comPhi_l2Eta       BDTG:  (        6,    12000)      -0.6901    0.0547611         6   11998.9        1   0.9999
--- bigTheta_l2Eta       BDTG:  (        6,    12000)      -0.6453    0.0557993    5.8413  10952.92   0.9736   0.9127
--- smallTheta_l2Eta       BDTG:  (        6,    12000)      -0.7822    0.0547593         6  11999.67        1        1
--- GEta_l1Eta       BDTG:  (        6,    12000)      -0.5299     0.055859  5.655515  10245.16   0.9426   0.8538
--- l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.5434    0.0562713  5.595565  9882.525   0.9326   0.8235
--- comPhi_l1Eta       BDTG:  (        6,    12000)      -0.5464    0.0548343  5.955292  11789.14   0.9925   0.9824
--- bigTheta_l1Eta       BDTG:  (        6,    12000)      -0.7055    0.0559741  5.947797  11285.19   0.9913   0.9404
--- smallTheta_l1Eta       BDTG:  (        6,    12000)      -0.6164    0.0548618  5.993551  11929.18   0.9989   0.9941
--- GEta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.5247    0.0559333  5.433205  9430.209   0.9055   0.7859
--- GEta_comPhi       BDTG:  (        6,    12000)      -0.7017    0.0547644         6  11997.46        1   0.9998
--- GEta_bigTheta       BDTG:  (        6,    12000)      -0.6019    0.0559295  5.783711  10687.98    0.964   0.8907
--- smallTheta_GEta       BDTG:  (        6,    12000)      -0.6672    0.0548068  5.996849  11966.31   0.9995   0.9972
--- comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.5038    0.0561085  5.524295  9688.326   0.9207   0.8074
--- bigTheta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.5341      0.05755  5.421172  8868.083   0.9035    0.739
--- smallTheta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.5432    0.0561191  5.621353  10028.06   0.9369   0.8357
--- bigTheta_comPhi       BDTG:  (        6,    12000)      -0.5166    0.0556672  5.701649  10484.95   0.9503   0.8737
--- smallTheta_comPhi       BDTG:  (        6,    12000)      -0.6230    0.0547799  5.993134  11963.24   0.9989   0.9969
--- smallTheta_bigTheta       BDTG:  (        6,    12000)      -0.5281    0.0559064  5.685844  10337.79   0.9476   0.8615
--- GEta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.5234    0.0566308  5.768208  10368.95   0.9614   0.8641
--- l1Eta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.5223    0.0562339  5.513402  9607.143   0.9189   0.8006
--- comPhi_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.6219    0.0547911   5.99354  11959.94   0.9989   0.9967
--- bigTheta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.6561    0.0560985  5.907707  11084.17   0.9846   0.9237
--- smallTheta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.6056    0.0547991  5.974537  11880.72   0.9958   0.9901
--- GEta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.5066    0.0567847  5.372805  8947.015   0.8955   0.7456
--- GEta_comPhi_l2Eta       BDTG:  (        6,    12000)      -0.5906    0.0548459  5.910314  11606.79   0.9851   0.9672
--- GEta_bigTheta_l2Eta       BDTG:  (        6,    12000)      -0.6513    0.0561613  5.838835  10802.99   0.9731   0.9002
--- smallTheta_l2Eta_GEta       BDTG:  (        6,    12000)      -0.5710    0.0549032  5.870662  11427.63   0.9784   0.9523
--- comPhi_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.5239    0.0559197  5.527563  9765.453   0.9213   0.8138
--- bigTheta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.5793    0.0576217  5.589682  9404.698   0.9316   0.7837
--- smallTheta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.5398     0.056156  5.585593  9887.823   0.9309    0.824
--- bigTheta_comPhi_l2Eta       BDTG:  (        6,    12000)      -0.5494    0.0558368  5.721204  10492.93   0.9535   0.8744
--- smallTheta_comPhi_l2Eta       BDTG:  (        6,    12000)      -0.7266    0.0547586         6     12000        1        1
--- smallTheta_bigTheta_l2Eta       BDTG:  (        6,    12000)      -0.5574    0.0559154   5.73579  10516.87    0.956   0.8764
--- GEta_l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.4094    0.0578468  4.906195  7188.435   0.8177    0.599
--- GEta_comPhi_l1Eta       BDTG:  (        6,    12000)      -0.5627    0.0556678   5.78286  10785.62   0.9638   0.8988
--- GEta_bigTheta_l1Eta       BDTG:  (        6,    12000)      -0.5240     0.056396  5.551913   9685.91   0.9253   0.8072
--- smallTheta_l1Eta_GEta       BDTG:  (        6,    12000)      -0.5041     0.055946  5.660985  10233.06   0.9435   0.8528
--- comPhi_threeBodyPtOM_l1Eta       BDTG:  (        6,    12000)      -0.5322    0.0561507  5.565339  9818.083   0.9276   0.8182
